itemPrice,priceAfterCoupon,pointsPayerId,rewardsProductPartnerId,rewardsGroup,receiptid,targetPrice,needsFetchReviewReason,metabriteCampaignId,barcode,userFlaggedPrice,discountedItemPrice,userFlaggedBarcode,competitorRewardsGroup,originalReceiptItemText,originalFinalPrice,brandCode,quantityPurchased,itemNumber,userFlaggedDescription,pointsNotAwardedReason,description,userFlaggedNewItem,needsFetchReview,originalMetaBriteQuantityPurchased,pointsEarned,deleted,finalPrice,originalMetaBriteDescription,competitiveProduct,userFlaggedQuantity,preventTargetGapPoints,partnerItemId,originalMetaBriteItemPrice,originalMetaBriteBarcode
1.39,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,6009e72c0a720f0535000003,,,PEPSI 12 OZ 12 PACK,012000809941,,1.39,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,1,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,1.39,,,,,1304,,
4.74,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,6009e72c0a720f0535000003,,,KNORR SIDES,041000022623,,4.74,,,KNORR CREAMY CHICKEN,,KNORR,3,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,47.4,,4.74,,,,,1306,,
7.80,,,,,6009e72c0a720f0535000003,,,,,,7.80,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,7.80,,,,,1309,,
7.14,,,,,6009e72c0a720f0535000003,,,,,,7.14,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,7.14,,,,,1328,,
3.48,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,6009e72c0a720f0535000003,,,PEPSI 12 OZ 12 PACK,012000809941,,3.48,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,3,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,3.48,,,,,1331,,
13.22,,,,,6009e72c0a720f0535000003,,,,,,13.22,,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,,,,13.22,,,,,1334,,
3.95,,,,,6009e72c0a720f0535000003,,,,,,3.95,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,1,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,3.95,,,,,1350,,
1.83,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,6009e72c0a720f0535000003,,,PEPSI 12 OZ 12 PACK,012000809941,,1.83,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,3,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,1.83,,,,,1352,,
2.12,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",6009e72c0a720f0535000003,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,2.12,,,KLEENEX IRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,21.2,,2.12,,,,,1355,,
16.59,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,6009e72c0a720f0535000003,,,BEN AND JERRYS ICE CREAM,076840580750,,16.59,,,BEN & O JERRY S CHUNKY MONKEY PINT,,BEN AND JERRYS,3,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,165.9,,16.59,,,,,1357,,
6.70,,,,,6009e72c0a720f0535000003,,,,,,6.70,,,EMILS SAUSAGE MUSHROOM PIZZA,,,1,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,6.70,,,,,1383,,
3.73,,,,,6009e72c0a720f0535000003,,,,,,3.73,,,"BORDEN 29% MILK, 1/2 GAL",,BORDEN,1,,,,"BORDEN 29% MILK, 1/2 GAL",,,,,,3.73,,,,,1385,,
2.48,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,6009e72c0a720f0535000003,,,PEPSI 12 OZ 12 PACK,012000809941,,2.48,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,4,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,2.48,,,,,1387,,
6.91,,,,,6009e72c0a720f0535000003,,,,,,6.91,,,ENNILS SAUSAGE MUSHROOM PIZZA,,,1,,,,ENNILS SAUSAGE MUSHROOM PIZZA,,,,,,6.91,,,,,1390,,
4.40,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,6009e72c0a720f0535000003,,,DORITOS NACHO CHEESE MULTI SERVE,028400643061,,4.40,,,"DORITOS NACHO CHCESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,,,,,,4.40,,,,,1392,,
1.16,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,6009e72c0a720f0535000003,,,PEPSI 12 OZ 12 PACK,012000809941,,1.16,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,1,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,1.16,,,,,1394,,
13.68,,,,,6009e72c0a720f0535000003,,,,,,13.68,,,KNORR CREANNY CHICKEN,,,9,,,,KNORR CREANNY CHICKEN,,,,,,13.68,,,,,1407,,
13.38,,,,,6009e72c0a720f0535000003,,,,,,13.38,,,EMILS SAUSAGE MUSHROOM PIZZA,,,2,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,13.38,,,,,1410,,
4.61,,,,,6009e72c0a720f0535000003,,,,,,4.61,,,"BORDEN 2% VILK, 1/2 GAL",,,1,,,,"BORDEN 2% VILK, 1/2 GAL",,,,,,4.61,,,,,1413,,
12.74,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,6009e72c0a720f0535000003,,,KNORR SIDES,311111806949,,12.74,,,KNORR CREANNY CHICKEN,,KNORR,7,,,,KNORR SIDES,,,,127.4,,12.74,,False,,,1415,,
13.68,,,,,6009e72c0a720f0535000003,,,,,,13.68,,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,,,,13.68,,,,,1418,,
14.88,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,6009e72c0a720f0535000003,,,KNORR SIDES,041000022623,,14.88,,,KNORR CREAMY CHICKEN,,KNORR,8,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,148.8,,14.88,,,,,1430,,
19.12,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,6009e72c0a720f0535000003,,,BEN AND JERRYS ICE CREAM,076840100354,,19.12,,,BEN & JERRY S CHUNKY MONKEY PINT,,BEN AND JERRYS,4,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,,,,191.2,,19.12,,,,,1433,,
3.96,,,,,6009e72c0a720f0535000003,,,,,,3.96,,,"BORDEN 296 MILK, 1/2 GAL",,BORDEN,1,,,,"BORDEN 296 MILK, 1/2 GAL",,,,,,3.96,,,,,1436,,
12.16,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,6009e72c0a720f0535000003,,,KNORR SIDES,041000022623,,12.16,,,KNORR CREAMY CHICKEN,,KNORR,8,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,121.6,,12.16,,,,,1438,,
4.27,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,6009e72c0a720f0535000003,,,DORITOS NACHO CHEESE MULTI SERVE,028400642033,,4.27,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,,,,,,4.27,,,,,1441,,
9.70,,,5e825d64f221c312e698a62a,,6009e72c0a720f0535000003,,,,053000069867,,9.70,,,"BORDEN 29 N ILK, 1/2 GAL",,BORDEN,2,,,,BORDEN REFRIGERATED REGULAR MONTEREY JACK CHEESE SLICED REGULAR FAT 6 OZ - 0053000069861,,,,,,9.70,,,,,1451,,
2.48,,,,,6009e72c0a720f0535000003,,,,,,2.48,,,"IPEPSI COLA, 12 OZ.CAN",,,2,,,,"IPEPSI COLA, 12 OZ.CAN",,,,,,2.48,,,,,1454,,
10.80,,,,,6009e72c0a720f0535000003,,,,,,10.80,,,KLARBRUNN 12PK 12 FL OZ,,,5,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,10.80,,,,,1457,,
4.48,,,,,6009e72c0a720f0535000003,,,,,,4.48,,,KLCENEX TRUSTED CARE FACIAL IISSUES,,,2,,,,KLCENEX TRUSTED CARE FACIAL IISSUES,,,,,,4.48,,,,,1460,,
3.22,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",6009e72c0a720f0535000003,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,3.22,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,32.2,,3.22,,,,,1463,,
7.26,,,,,6009e72c0a720f0535000003,,,,,,7.26,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,7.26,,,,,1483,,
9.80,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,6009e72c0a720f0535000003,,,DORITOS NACHO CHEESE MULTI SERVE,028400643061,,9.80,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,2,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,,,,,,9.80,,,,,1486,,
9.58,,,,,6009e72c0a720f0535000003,,,,,,9.58,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,9.58,,,,,1489,,
9.50,,,,,6009e72c0a720f0535000003,,,,,,9.50,,,"BORDEN 29 MILK, 1/2 GA1",,BORDEN,2,,,,"BORDEN 29 MILK, 1/2 GA1",,,,,,9.50,,,,,1492,,
9.54,,,,,6009e72c0a720f0535000003,,,,,,9.54,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,9.54,,,,,1495,,
4.18,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,6009e72c0a720f0535000003,,,BEN AND JERRYS ICE CREAM,076840100354,,4.18,,,BEN & O JERRY S CHUNKY MONKEY PINT,,BEN AND JERRYS,1,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,,,,41.8,,4.18,,,,,1498,,
9.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,600988a10a720f05fa000131,800,,,029000074361,,,,,,,,1,,,,PLANTERS Salted Cashews - 3oz,,,,50.0,,9.99,,,,,1,,
9.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,600988a10a720f05fa000131,800,,,029000074361,,,,,,,,1,,,,PLANTERS Salted Cashews - 3oz,,,,50.0,,9.99,,,,,2,,
9.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,600988a10a720f05fa000131,800,,,029000074361,,,,,,,,1,,,,PLANTERS Salted Cashews - 3oz,,,,50.0,,9.99,,,,,3,,
9.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,600988a10a720f05fa000131,800,,,029000074361,,,,,,,,1,,,,PLANTERS Salted Cashews - 3oz,,,,50.0,,9.99,,,,,4,,
9.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,PLANTERS CASHEWS,600988a10a720f05fa000131,800,,,029000074361,,,,,,,,1,,,,PLANTERS Salted Cashews - 3oz,,,,50.0,,9.99,,,,,5,,
4.66,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,GEVALIA KAFFE GROUND COFFEE,600988870a7214ad8900012c,800,,,043000061732,,,,,,,,4,,,,GEVALIA Brazilian Estates Regular Ground Coffee 8 OZ Bag,,,,23.6,,4.66,,,,,1,,
1,,,5e7cf838f221c312e698a628,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,6009889e0a720f05fa000130,,,,021000068036,,,,,,,,1,,,,,,,,,,1,,True,,,1,,
9.99,,,,,600988480a720f05fa00012b,,,,686924291290,,,,,,,,1,,,,ITEM NOT FOUND,,,,,,9.99,,,,,1,,
9.99,,,,,600988480a720f05fa00012b,,,,686924291290,,,,,,,,1,,,,ITEM NOT FOUND,,,,,,9.99,,,,,2,,
9.99,,,,,600988480a720f05fa00012b,,,,686924291290,,,,,,,,1,,,,ITEM NOT FOUND,,,,,,9.99,,,,,3,,
9.99,,,,,600988480a720f05fa00012b,,,,686924291290,,,,,,,,1,,,,ITEM NOT FOUND,,,,,,9.99,,,,,4,,
9.99,,,,,600988480a720f05fa00012b,,,,686924291290,,,,,,,,1,,,,ITEM NOT FOUND,,,,,,9.99,,,,,5,,
1,,,559c2234e4b06aca36af13c6,,6009885c0a7214ad8900012a,,,,025800000159,,,,,,,,1,,,,SMART MADE Thai-Style Chicken & Vegetables 10 oz. Box,,,,,,1,,,,,1,,
1,,,5e7cf838f221c312e698a628,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,600988550a720f05fa00012e,,,,021000633609,,,,,,,,1,,,,,,,,,,1,,True,,,1,,
1,,,559c2234e4b06aca36af13c6,,600988510a720f05fa00012c,,,,022174070214,,,,,,,,1,,,,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,1,,,,,1,,
3.92,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,600996ac0a720f05fa000134,,,PEPSI 12 OZ 12 PACK,012000809941,,3.92,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,4,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,3.92,,,,,1006,,
23.75,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,600996ac0a720f05fa000134,,,BEN AND JERRYS ICE CREAM,076840100354,,23.75,,,BEN & JERRY'S CHUNKY MONKEY PINT,,BEN AND JERRYS,5,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,,,,237.5,,23.75,,,,,1008,,
23.50,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,600996ac0a720f05fa000134,,,BEN AND JERRYS ICE CREAM,076840100354,,23.50,,,BEN & JERRY'S CHUNKY MONKEY PINT,,BEN AND JERRYS,5,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,,,,235.0,,23.50,,,,,1010,,
13.60,,,,,600996ac0a720f05fa000134,,,,,,13.60,,,EMIL S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL S SAUSAGE MUSHROOM PIZZA,,,,,,13.60,,,,,1014,,
13.68,,,,,600996ac0a720f05fa000134,,,,,,13.68,,,EMILS SAUSAGE MUSHROOM PIZZA,,,2,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,13.68,,,,,1016,,
7.66,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,600996ac0a720f05fa000134,,,DORITOS NACHO CHEESE MULTI SERVE,028400642033,,7.66,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,2,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,,,,,,7.66,,,,,1018,,
3.44,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,600996ac0a720f05fa000134,,,KNORR SIDES,041000022623,,3.44,,,KNORR CREAMY CHICKEN,,KNORR,2,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,34.4,,3.44,,,,,1020,,
1.53,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,600996ac0a720f05fa000134,,,PEPSI 12 OZ 12 PACK,012000809941,,1.53,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,3,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,1.53,,,,,1022,,
4.85,,,,,600996ac0a720f05fa000134,,,,,,4.85,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,1,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,4.85,,,,,1029,,
3.18,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,600996ac0a720f05fa000134,,,KNORR SIDES,041000022623,,3.18,,,KNORR CREAMY CHICKEN,,KNORR,2,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,31.8,,3.18,,,,,1031,,
3.29,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600996ac0a720f05fa000134,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,3.29,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,32.9,,3.29,,,,,1033,,
4.74,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,600996ac0a720f05fa000134,,,BEN AND JERRYS ICE CREAM,076840100354,,4.74,,,BEN & JERRY S CHUNKY MONKEY PINT,,BEN AND JERRYS,1,,,,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,,,,47.4,,4.74,,,,,1036,,
6.98,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,600996ac0a720f05fa000134,,,DORITOS NACHO CHEESE MULTI SERVE,028400642033,,6.98,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,2,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,,,,,,6.98,,,,,1038,,
4.68,,,,,600996ac0a720f05fa000134,,,,,,4.68,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,1,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,4.68,,,,,1040,,
9.81,,,,,600996ac0a720f05fa000134,,,,,,9.81,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,9.81,,,,,1042,,
9.86,,,,,600996ac0a720f05fa000134,,,,,,9.86,,,"BORDEN 29 MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 29 MILK, 1/2 GAL",,,,,,9.86,,,,,1044,,
3.15,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600996ac0a720f05fa000134,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,3.15,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,31.5,,3.15,,,,,1046,,
7.95,,,,,600996ac0a720f05fa000134,,,,,,7.95,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,7.95,,,,,1051,,
15.12,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,600996ac0a720f05fa000134,,,KNORR SIDES,041000022623,,15.12,,,KNORR CREAMY CHICKEN,,KNORR,8,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,151.2,,15.12,,,,,1053,,
20.40,,,,,600996ac0a720f05fa000134,,,,,,20.40,,,KLARBRUNN 12PK 12 FL OZ,,,6,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,20.40,,,,,1055,,
2.37,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,600996ac0a720f05fa000134,,,PEPSI 12 OZ 12 PACK,012000809941,,2.37,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,3,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,2.37,,,,,1057,,
6.60,,,,,600996ac0a720f05fa000134,,,,,,6.60,,,ERNILS SAUSAGE MUSHROOM PIZZA,,,1,,,,ERNILS SAUSAGE MUSHROOM PIZZA,,,,,,6.60,,,,,1059,,
0.82,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,600996ac0a720f05fa000134,,,PEPSI 12 OZ 12 PACK,012000809941,,0.82,,,"PEPSI COLA, 12 OZ.CAN",,PEPSI,1,,,Action not allowed for user and CPG,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,,,,,,0.82,,,,,1062,,
16.68,,,,,600996ac0a720f05fa000134,,,,,,16.68,,,KLARBRUNN 12PK 12 FL OZ,,,6,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,16.68,,,,,1064,,
6.81,,,,,600996ac0a720f05fa000134,,,,,,6.81,,,EMILS SAUSAGE MUSHROOM PIZZA,,,1,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,6.81,,,,,1066,,
13.36,,,,,600996ac0a720f05fa000134,,,,,,13.36,,,EMILS SAUSAGE MUSHROOM PIZZA,,,2,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,13.36,,,,,1068,,
5.28,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,600996ac0a720f05fa000134,,,BEN AND JERRYS ICE CREAM,076840580750,,5.28,,,BEN & JERRY S CHUNKY MONKEY PINT,,BEN AND JERRYS,1,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,52.8,,5.28,,,,,1070,,
13.24,,,,,600996ac0a720f05fa000134,,,,,,13.24,,,EMILS SAUSAGE MUSHROOM PIZZA,,,2,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,13.24,,,,,1072,,
4.46,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,600996ac0a720f05fa000134,,,DORITOS NACHO CHEESE MULTI SERVE,028400643061,,4.46,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,,,,,,4.46,,,,,1074,,
4.44,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600996ac0a720f05fa000134,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,4.44,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,2,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,44.4,,4.44,,,,,1077,,
3.30,,,,,600996ac0a720f05fa000134,,,,,,3.30,,,KLCENEX TRUSTCD CARE FACIAL TISSUES,,,1,,,,KLCENEX TRUSTCD CARE FACIAL TISSUES,,,,,,3.30,,,,,1079,,
13.86,,,,,600996ac0a720f05fa000134,,,,,,13.86,,,EMILS SAUSAGE MUSHROOM PIZZA,,,2,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,13.86,,,,,1081,,
6.96,,,,,600996ac0a720f05fa000134,,,,,,6.96,,,EMILS SAUSAGE MUSHROOM PIZZA,,,1,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,6.96,,,,,1085,,
8.96,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600996ac0a720f05fa000134,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,8.96,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,2,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,89.6,,8.96,,,,,1087,,
6.53,,,,,600996ac0a720f05fa000134,,,,,,6.53,,,EMILS SAUSAGE MUSHROOM PIZZA,,,1,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,6.53,,,,,1089,,
9.84,,,,,600996ac0a720f05fa000134,,,,,,9.84,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,9.84,,,,,1091,,
4.32,,,,,600996ac0a720f05fa000134,,,,,,4.32,,,KLARBRUNN 12PK 12 FL OZ,,,2,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,4.32,,,,,1093,,
2.31,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600996ac0a720f05fa000134,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,2.31,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,23.1,,2.31,,,,,1095,,
8.10,,,,,600996ac0a720f05fa000134,,,,,,8.10,,,"BORDCN 29 MILK, 1/2 GAL",,,2,,,,"BORDCN 29 MILK, 1/2 GAL",,,,,,8.10,,,,,1107,,
